Лаишево,7735
Лениногорск,64145
Мамадыш,14432
Менделеевск,22075
Мензелинск,16474
Набережные Челны,513242
Нижнекамск,234108
Нурлат,32600
Тетюши,11596
Чистополь,60703
Андреаполь,8265
Бежецк,24517
Белый,3771
Бологое,23499
Весьегонск,7330
Вышний Волочек,52326
Западная Двина,9376
Зубцов,6937
Калязин,13870
Кашин,16174
Кимры,49623
Конаково,41303
Красный Холм,5608
Кувшиново,10008
Лихославль,12259
Нелидово,22886
Осташков,18073
Ржев,62026
Старица,8610
Тверь,403726
Торжок,47702
Торопец,13018
Удомля,31048
Асино,25614
Кедровый,2451
Колпашево,24126
Северск,108466
Стрежевой,42216
Томск,522940
Алексин,61738
Белев,13918
Богородицк,31897
Болохово,9619
Венев,15220
Донской,64561
Ефремов,42350
Кимовск,28493
Киреевск,25585
Липки,8741
Новомосковск,131227
Плавск,16248
Советск,7537
Суворов,18975
Тула,501129
Узловая,55282
Чекалин,994
Щекино,58154
Ясногорск,16804
Ак-Довурак,13469
Кызыл,109906
Туран,4988
Чадан,9037
Шагонар,10958
Заводоуковск,25657
Ишим,69567
Тобольск,99698
Тюмень,581758
Ялуторовск,36494
Воткинск,100034
Глазов,95835
Ижевск,628117
Камбарка,11028
Можга,47959
Сарапул,101390
Барыш,17149
Димитровград,122549
Инза,18547
Новоульяновск,16032
Сенгилей,6959
Ульяновск,613793
Амурск,42977
Бикин,17156
Вяземский,14556
Комсомольск-на-Амуре,263906
Николаевск-на-Амуре,22773
Советская Гавань,27712
Хабаровск,577668
Абаза,17111
Абакан,165183
Саяногорск,49889
Сорск,12140
Черногорск,72117
Белоярский,20283
Когалым,58192
Лангепас,41675
Лянтор,38922
Мегион,49471
Нефтеюганск,123276
Нижневартовск,251860
Нягань,54903
Покачи,17053
Пыть-Ях,41453
Радужный,43394
Советский,26434
Сургут,306703
Урай,39435
Ханты-Мансийск,79410
Югорск,34066
Аша,31916
Бакал,20953
Верхнеуральск,9459
Верхний Уфалей,30504
Еманжелинск,30218
Златоуст,174985
Карабаш,13151
Карталы,29136
Касли,16998
Катав-Ивановск,17640
Копейск,137604
Коркино,38950
Куса,18792
Кыштым,38950
Магнитогорск,408401
Миасс,151812
Миньяр,10195
Нязепетровск,12452
Озерск,82268
Пласт,17344
Сатка,45465
Сим,14465
Снежинск,48896
Трехгорный,33678
Троицк,78637
Усть-Катав,23586
Чебаркуль,43405
Челябинск,1130273
Южноуральск,37890
Юрюзань,12568
Аргун,29528
Грозный,271596
Гудермес,45643
Курчалой,25672
Урус-Мартан,49071
Шали,47715
Алатырь,38202
Канаш,45608
Козловка,10355
Мариинский Посад,10186
Новочебоксарск,124094
Цивильск,13478
Чебоксары,447929
Шумерля,33412
Ядрин,9614
Анадырь,13053
Билибино,5504
Певек,4161
Алдан,21277
Верхоянск,1311
Вилюйск,10233
Ленск,24955
Мирный,37179
Нерюнгри,61746
Нюрба,10156
Олекминск,9487
Покровск,9495
Среднеколымск,3525
Томмот,8054
Удачный,12611
Якутск,269486
Губкинский,23340
Лабытнанги,26948
Муравленко,33401
Надым,46550
Новый Уренгой,104144
Ноябрьск,110572
Салехард,42494
Тарко-Сале,20372
Гаврилов-Ям,17792
Данилов,15861
Любим,5553
Мышкин,5932
Переславль-Залесский,41923
Пошехонье,6085
Ростов,31791
Рыбинск,200771
Тутаев,41001
Углич,34505
Ярославль,591486
